sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
27670@1,-79.98988677,40.35407404,39,25,16,18,52,111,162,600,636,710,115,146,117,133,202,336,424,483,524,218,885,703,262,166
11548@1,-80.0488426,40.35932749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,996,3,48,38,79,152,-1,-1,-1,-1,-1,-1
11548@2,-80.04889093,40.35937717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,980,37,972,144,395,346,-1,-1,-1,-1,-1,-1
5967@1,-79.83429352,40.42373502,55,33,26,29,55,273,556,647,609,478,373,426,433,528,588,750,772,679,477,295,225,177,142,88
27517@1,-79.88210205,40.49554417,37,33,9,20,65,288,110,959,856,562,427,725,617,688,922,152,221,233,809,156,892,630,274,100
12578@1,-79.84400642,40.45019089,108,49,65,46,106,366,745,981,956,812,680,721,728,775,895,46,71,106,879,638,546,462,287,192
10484@1,-80.02517335,40.32747455,54,34,28,75,290,581,735,659,707,734,765,811,780,814,865,951,4,982,840,860,596,390,237,113
5736@1,-79.97340288,40.59393733,20,18,19,26,58,205,588,914,788,668,621,661,633,657,802,926,63,238,115,705,524,393,181,114
6010@1,-79.75487515,40.43386009,49,26,18,28,45,137,380,679,829,834,915,973,48,987,74,103,263,171,63,730,476,309,226,117
5982@1,-79.76045958,40.54405023,87,48,38,54,127,404,804,79,855,615,638,637,708,771,925,142,271,233,827,650,514,323,241,176
27708@1,-79.83805491,40.61058439,5,3,5,2,7,23,87,114,108,90,79,113,94,107,132,180,185,154,129,107,78,36,20,15
22822@1,-80.01288325,40.53068368,33,17,20,8,38,123,435,640,622,626,620,798,836,770,803,874,926,44,932,684,489,318,173,100
5296@1,-80.07497149,40.46605233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,89,95,103,106,108,-1,-1,-1,-1,-1,-1
27426@1,-79.95539187,40.46931752,131,53,73,89,131,180,224,333,582,669,676,913,251,394,451,51,27,913,905,865,767,876,493,411
10581@1,-79.96178841,40.51368134,19,4,6,9,2,30,142,278,197,132,97,122,101,115,162,228,230,255,139,100,87,57,40,28
8050@1,-79.93628144,40.44124138,79.5,51.5,34.5,26.5,37.5,121,413.5,324,880.5,658.5,479,502,535,558,680.5,817,914,924.5,683,512.5,430,371.5,292,200
27750@1,-79.83516746,40.25369594,11,11,12,3,12,50,92,89,94,93,97,117,112,232,157,148,160,155,166,118,76,75,44,32
5947@1,-79.96524813,40.46543916,107,56,53,38,65,177,437,550,591,518,503,437,418,719,680,330,593,751,607,426,314,285,199,140
8051@1,-79.91755092,40.43803979,63,47,33,27,40,145,568,13,996,771,521,589,602,644,813,935,959,972,716,579,448,411,346,241
5516@1,-80.16461322,40.40617023,3,2,3,-1,4,18,59,50,55,36,34,28,46,50,49,86,118,118,58,32,23,11,5,4
5882@2,-79.92380535,40.49744072,230,115,123,191,398,341,641,191,317,871,716,641,765,866,105,518,660,557,957,311,26,858,643,370
5882@1,-79.92309107,40.4971904,278,162,117,124,262,918,988,463,153,802,601,740,696,758,225,442,710,570,98,548,48,956,727,498
27668@1,-80.07730865,40.36017745,93,47,33,33,86,321,888,193,153,940,861,32,990,6,156,288,367,352,229,928,714,507,341,258
14295@1,-79.829415,40.43954646,73,42,28,27,44,114,240,499,594,660,668,762,814,783,794,795,841,814,727,637,447,309,181,111
5979@1,-79.74025762,40.48904513,21,11,9,7,18,66,320,465,335,257,228,236,262,293,376,506,483,687,485,504,239,134,72,55
23752@1,-80.04634023,40.66084588,34,23,11,8,26,106,447,763,884,629,645,615,659,657,643,764,20,103,999,554,419,324,190,98
22713@1,-80.06055605,40.52196387,17,10,7,5,9,37,88,320,216,133,154,151,187,180,219,274,312,344,247,168,134,83,43,23
5524@1,-80.27084791,40.44239443,-1,-1,-1,1,4,4,15,19,21,13,13,15,19,8,20,27,24,44,26,15,21,7,6,6
6105@1,-79.94638767,40.34822371,87,71,48,67,99,488,24,238,989,801,802,915,903,937,934,88,191,202,944,786,667,511,352,228
10578@1,-80.0481981,40.5333843,20,13,14,15,19,93,346,729,557,360,394,439,450,428,499,664,734,780,626,366,282,176,94,48
27830@1,-79.77180511,40.48650759,37,12,14,14,46,123,345,479,445,327,359,368,388,435,523,603,536,572,471,384,315,182,102,74
27503@1,-79.90979702,40.61742654,19,8,22,11,24,64,295,466,411,280,242,265,284,326,376,532,789,662,437,330,246,128,91,39
27630@2,-80.05951836,40.44259421,78,60,50,68,95,289,742,976,764,619,630,496,548,605,650,759,922,984,818,480,321,300,302,170
27630@1,-80.05951836,40.44259421,141,95,96,118,113,367,845,260,33,735,748,587,639,691,833,875,123,171,984,632,487,442,416,281
51@1,-80.22516596,40.43959275,55,51,64,87,224,668,282,336,14,742,699,691,597,662,633,696,717,750,618,397,270,223,139,74
10558@1,-80.15064337,40.37906466,40,13,7,6,28,88,254,416,373,292,286,334,343,276,341,404,504,641,429,331,249,205,117,77
10597@1,-80.0185689,40.66579822,29,13,10,6,25,99,327,586,627,479,572,493,515,532,523,574,822,845,749,394,362,231,148,67
3134@1,-79.88740475,40.41707516,44,27,27,47,168,334,466,435,360,392,558,523,437,652,745,847,828,557,426,341,272,207,138,81
6038@1,-79.80948709,40.24380072,49,44,30,24,33,150,294,281,224,219,226,237,262,229,299,354,433,440,365,270,249,199,118,83
5955@1,-79.80013437,40.4891013,34,17,14,19,37,158,395,436,356,273,283,267,315,323,437,448,502,491,387,321,231,145,130,78
5478@1,-80.05991326,40.39128608,137,64,41,51,99,231,730,695,849,462,351,426,529,608,617,421,707,705,545,302,46,889,487,237
122@1,-79.73336184,40.51984923,2,-1,-1,3,5,13,44,62,35,39,39,33,34,41,47,71,66,94,60,52,38,17,9,7
13235@1,-80.08630671,40.41683605,228,76,242,310,487,142,517,304,906,555,339,137,34,433,125,953,481,610,413,18,796,622,377,294
13235@2,-80.08681952,40.41732386,228,92,152,266,523,909,908,671,422,234,143,950,963,40,56,138,422,277,456,53,877,206,752,225
154@1,-80.03247811,40.55875974,26,14,11,11,19,55,171,332,306,275,288,358,349,333,377,461,442,449,373,321,218,146,110,68
6046@1,-79.85394626,40.30722434,16,9,8,9,16,55,99,136,114,94,110,104,94,118,137,195,228,172,173,126,120,90,74,24
135@1,-80.04218959,40.35638541,69,34.5,27,30,51,189,485.5,774.5,698.5,513.5,478,511.5,541,558,645,704.5,799,769,680,512,407.5,317.5,223.5,139
135@2,-80.04218337,40.35646386,18.5,12.5,10.5,18.5,37.5,126.5,320,483.5,416.5,291.5,263.5,266.5,290,269,304,306.5,337.5,329,306.5,205.5,148.5,129,82.5,47
27519@1,-79.95025176,40.49393263,30,24,16,20,42,170,438,616,450,359,297,326,401,465,554,601,666,661,499,343,246,194,130,69
10505@1,-79.91520077,40.25901275,68,32,41,49,111,316,541,513,392,338,406,409,354,384,461,596,642,621,438,336,315,279,174,111
11549@1,-80.05243355,40.38001668,42,18,18,39,52,182,519,859,765,669,635,626,634,657,689,838,857,900,809,630,463,350,225,125
25057@2,-79.88287327,40.26741889,142,62,51,63,106,325,595,905,779,686,757,910,896,984,181,642,719,430,173,753,534,475,384,272
25057@1,-79.88015603,40.26602024,59,55,53,75,279,965,384,277,922,785,737,741,756,806,783,800,810,790,591,348,335,263,223,162
39259@1,-80.12915388,40.53015298,2,1,1,2,3,8,28,34,23,16,25,25,28,21,22,40,39,44,31,23,15,17,2,3
5528@1,-80.24481706,40.44814803,28,22,22,21,55,97,256,298,376,372,392,428,389,417,419,515,521,386,389,422,244,189,117,90
10542@1,-79.87362317,40.34728259,26,23,22,17,54,160,291,308,204,180,218,180,200,222,245,324,355,355,270,251,187,165,140,87
93@2,-80.02474561,40.43181549,280,167,129,185,279,827,894,784,983,566,474,567,701,841,160,576,956,731,957,216,926,445,791,710
10521@1,-79.82081113,40.567243,30,15,13,16,56,155,322,386,298,197,196,221,249,221,326,404,465,470,336,225,189,133,84,66
27655@1,-80.08065953,40.48109832,26,23,16,24,33,155,421,527,481,290,242,258,310,338,440,468,622,567,400,300,184,179,111,70
27669@1,-80.06560462,40.36239276,76,39,20,24,72,229,770,210,137,812,732,776,803,840,879,129,329,334,137,810,636,445,262,156
27493@1,-79.90830823,40.37821242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,393,478,532,930,175,54,-1,-1,-1,-1,-1,-1
27664@1,-80.07685644,40.39785946,32,10,3,19,32,87,275,340,359,389,489,408,463,528,547,550,712,725,573,434,321,253,126,74
5998@1,-79.83376508,40.3174598,106,70,52,39,114,336,696,676,659,654,778,785,811,833,955,40,217,197,978,742,666,499,404,227
6077@1,-79.97059271,40.27397807,14,3,5,2,6,30,86,92,64,45,47,70,61,55,72,90,131,148,92,86,56,39,26,23
33162@1,-79.97236186,40.48868069,68,42,27,31,78,267,721,984,882,636,575,576,589,621,727,889,981,25,807,583,433,399,224,137
27648@1,-80.08217196,40.44269089,97,58,65,113,92,202,314,391,428,327,245,350,373,341,326,346,423,398,455,280,193,207,215,116
10559@1,-80.12387463,40.368429,9,13,1,1,14,63,170,292,234,227,196,287,239,272,256,319,373,477,321,221,147,110,65,32
5726@1,-79.98733275,40.54409705,9,6,2,8,23,52,167,306,241,165,170,207,212,233,219,152,394,382,285,175,133,102,57,32
5924@1,-79.79073076,40.64899735,1,1,2,6,17,37,29,34,31,26,50,36,28,50,55,55,52,46,24,22,12,8,2,1
123@1,-79.71986141,40.53674108,6,2,3,4,6,19,46,29,25,19,16,10,17,19,24,27,48,23,16,12,12,7,6,5
27454@1,-79.9121447,40.44352917,54,24,23,18,31,116,364,761,776,508,375,431,424,419,531,649,906,744,619,391,282,232,139,72
5959@1,-79.8091387,40.50250293,8,4,1,5,5,21,53,81,63,51,50,51,57,67,66,80,117,128,87,64,47,23,24,28
144@1,-80.21159554,40.49934974,66,40.5,31.5,62.5,105.5,258,670,538,775,424,332,420.5,443.5,437.5,523.5,670,906.5,991,543.5,385,372.5,308.5,226.5,167.5
144@2,-80.21075135,40.49912211,32,23,21.5,34,47.5,84,192.5,348,304,167.5,151.5,199.5,216,227,323.5,445,62.5,74.5,311.5,230.5,241.5,173,115.5,101
24961@2,-79.9505853,40.58579379,32,13,20,30,48,184,558,820,729,585,536,447,447,478,554,789,9,22,703,580,325,239,231,104
24961@1,-79.95049699,40.58581016,10,5,13,26,48,185,560,809,721,617,487,451,465,505,607,823,69,70,742,622,347,263,249,125
31194@1,-80.17255799,40.45203213,53,37,20,28,34,60,162,268,312,417,582,879,22,87,866,885,951,189,904,783,546,337,200,103
5746@1,-80.04585997,40.65199618,11,2,3,5,10,34,125,227,193,135,130,146,145,143,184,202,201,188,168,122,106,79,45,32
31194@2,-80.17268423,40.4520488,62,44,33,47,81,136,332,520,648,724,912,412,558,340,165,165,375,423,310,66,735,418,175,116
157@1,-80.01388126,40.45204479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,291,288,258,256,336,331,-1,-1,-1,-1,-1,-1
11302@1,-79.93146905,40.48930881,81,40,36,52,114,311,850,939,886,707,616,619,760,843,935,73,87,33,821,565,451,336,248,243
19090@1,-79.95143304,40.35991713,74,33,28,28,65,278,941,162,907,724,643,619,718,660,765,994,193,607,14,587,511,389,257,161
24433@2,-80.00920202,40.44116476,104,42,69,121,229,401,277,174,58,984,940,859,869,900,351,387,504,440,75,906,843,545,338,101
24433@1,-80.00877353,40.44256914,89,30,89,120,184,430,570,861,93,956,875,802,767,918,180,860,446,738,908,761,304,239,147,115
11552@1,-80.02253637,40.46785458,86,46,32,19,34,70,165,346,395,340,297,305,327,356,467,432,502,440,404,361,334,297,178,133
19307@1,-79.84368394,40.49861923,84,50,44,43,140,423,890,961,862,689,687,773,745,776,892,939,911,924,789,575,442,332,251,206
6761@1,-80.0300139,40.44200377,19,33,41,61,117,172,218,333,432,465,533,551,591,631,686,571,522,465,445,413,382,269,107,64
6761@2,-80.02976396,40.44341148,27,13,6,4,20,98,656,804,808,422,337,338,365,396,646,801,783,701,364,256,214,132,126,55
26543@2,-80.13732813,40.51928389,105,72,59,91,194,545,377,774,316,28,861,856,885,825,929,152,375,265,860,569,572,414,296,247
10520@1,-79.87045193,40.60144534,15,12,10,19,22,114,240,340,282,150,134,170,126,161,234,284,371,325,228,173,120,107,60,30
5446@1,-80.05151477,40.34946182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,758,781.5,819,850,1036.5,1009.5,-1,-1,-1,-1,-1,-1
38938@1,-80.25061802,40.50871547,39,17,4,13,14,53,113,272,272,115,109,148,182,156,151,171,273,307,182,141,201,112,87,70
5859@1,-79.95247202,40.50875008,60,40,36,28,59,242,599,777,729,621,548,613,627,638,702,800,979,926,747,557,418,313,230,133
5286@1,-79.95532254,40.44993966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,433,467,527,608,703,710,-1,-1,-1,-1,-1,-1
5648@1,-80.18157393,40.46935425,4,1,1,6,4,23,124,258,221,76,83,137,162,143,130,195,363,389,159,85,61,24,23,11
1143@1,-80.19550868,40.48492472,41,36,14,22,42,116,254,542,417,263,265,351,406,357,368,505,621,625,415,288,196,113,121,62
31183@1,-80.05895591,40.34441928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,968,140,227,166,163,-1,-1,-1,-1,-1,-1
12003@2,-79.93508825,40.30610996,122,59,56,58,92,312,607,811,716,663,690,856,911,995,136,351,487,303,53,829,655,519,305,227
12003@1,-79.93484177,40.30600477,64,43,49,70,237,804,394,478,181,46,948,957,933,929,918,924,75,56,782,443,392,290,207,123
31183@2,-80.05922951,40.34439392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,983,33,228,407,643,490,-1,-1,-1,-1,-1,-1
10282@1,-80.24683343,40.38164585,6,7,3,3,8,9,22,21,33,34,41,58,42,56,73,108,110,138,103,56,40,40,29,18
5460@1,-80.00283285,40.35565738,25,35,25,46,172,518,815,690,628,637,715,734,755,765,909,903,965,758,689,549,406,263,120,47
26524@1,-80.06012369,40.46867457,157,66,91,66,108,207,461,619,589,528,515,597,561,640,731,794,869,830,379,407,400,405,290,235
27442@1,-79.9540718,40.44384314,60,23,2,10,20,142,483,798,613,369,350,357,391,411,508,634,670,691,551,391,246,222,91,56
21564@2,-79.99462485,40.43593736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,78,123,220.5,387,377,-1,-1,-1,-1,-1,-1
21870@2,-80.02256139,40.55652571,91,36,32,33,61,277,769,661,303,115,86,175,136,237,131,401,373,359,110,857,593,416,250,192
21870@1,-80.02242476,40.5566185,75,31,31,43,55,211,532,781,758,706,822,891,65,78,168,209,378,427,261,847,698,548,341,137
91@1,-79.84860938,40.47923282,171,84,67,88,149,486,914,985,961,933,867,930,957,979,615,725,673,660,614,829,736,618,509,341
6023@1,-79.81398852,40.39504686,19,13,10,13,51,83,136,127,157,151,200,209,220,211,241,293,275,222,193,178,110,83,55,32
5858@1,-79.9482361,40.50299583,44,27,14,16,30,64,295,585,451,407,385,396,462,411,478,684,968,47,656,503,328,215,216,147
5665@2,-80.18970444,40.53075165,88,30,33,40,52,182,578,869,929,667,556,559,680,600,664,778,766,795,617,487,385,309,235,133
26007@1,-79.91025175,40.48549037,189,40,24,41,54,281,109,288,732,295,299,364,707,957,502,908,21,186,444,655,229,976,719,457
26007@2,-79.91024438,40.48542377,159,76,61,75,176,623,405,897,760,362,175,281,202,302,630,874,157,865,355,922,732,589,481,370
27564@1,-79.98387381,40.39604777,8,4,6,6,17,65,95,77,53,67,68,67,66,88,112,130,156,88,62,57,41,32,32,9
5668@1,-80.20819099,40.58516638,8,9,16,38,87,218,247,246,173,187,180,182,202,237,315,339,301,218,163,109,82,59,51,19
24434@1,-80.0082458,40.44812304,94,39,52,71,110,263,840,21,54,948,902,923,960,980,154,319,487,392,114,835,718,541,314,282
24434@2,-80.0094189,40.44473876,110,65,51,74,119,326,753,98,174,11,968,8,59,114,241,410,563,469,153,857,748,565,310,275
58@2,-79.90437201,40.49440639,185,93,106,207,471,656,158,886,334,718,624,544,568,702,3,291,549,531,677,128,889,739,534,324
58@1,-79.90438327,40.49424723,256,151,105,136,284,913,129,802,666,34,743,993,12,84,499,60,373,238,490,759,240,133,845,494
5745@1,-80.06220543,40.65262757,23,15,16,15,49,170,553,794,708,498,491,555,556,541,587,769,938,920,787,462,423,276,158,87
31197@1,-80.13967446,40.6235896,-1,-1,1,-1,2,7,5,5,2,3,7,7,3,6,9,8,6,22,16,7,3,2,-1,5
6087@1,-79.92429593,40.39711061,123,70,88,77,122,409,886,225,90,890,945,17,47,116,114,366,383,378,94,893,598,468,369,241
31198@1,-80.0833783,40.64560012,4,6,-1,2,4,11,66,195,217,186,197,193,210,215,218,223,307,382,306,185,177,104,51,23
491@2,-79.90969493,40.45213786,90,43,35,84,154,531,200,532,459,51,36,838,993,815,904,860,986,17,987,740,632,463,383,182
491@1,-79.90969062,40.45221053,164,87,39,36,58,160,408,600,707,613,622,702,809,839,989,192,159,87,973,861,734,562,425,360
19091@1,-79.94137056,40.37474043,49,18,21,16,60,209,694,812,645,450,395,399,472,456,558,697,804,826,549,332,294,250,167,109
27399@1,-79.98497466,40.43943032,74,64,28,34,50,189,595,957,89,593,456,501,541,524,713,108,336,386,126,651,584,939,673,332
5984@1,-79.77306133,40.49702797,17,11,8,8,36,96,234,259,289,232,224,231,223,280,285,350,471,468,274,259,196,103,74,31
27394@1,-79.98859996,40.42935602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,672,654,770,883,47,70,-1,-1,-1,-1,-1,-1
3677@2,-79.92597433,40.42804635,96,18,59,80,133,278,863,496,758,360,290,339,389,638,825,983,11,820,434,208,866,775,454,294
3677@1,-79.92591797,40.4278783,166,133,39,56,84,236,814,563,778,350,300,403,479,781,985,185,276,2,282,177,28,886,550,398
27434@1,-79.92877515,40.45275982,20,16,10,4,2,26,72,207,193,173,172,173,186,185,229,249,238,278,217,170,118,103,67,45
10477@1,-79.80378744,40.37816355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,646,726,827,68,106,227,-1,-1,-1,-1,-1,-1
22968@1,-79.96156149,40.57030877,23,9,6,9,11,39,107,248,286,277,282,323,284,321,336,319,382,389,340,276,271,204,116,68
22398@1,-80.00042362,40.50357596,33,22,17,19,27,142,397,635,310,226,252,294,274,330,340,468,647,583,436,321,204,170,125,95
38268@1,-79.99321322,40.44028874,21,6,8,14,29,108,419,877,675,437,454,561,604,651,669,773,244,317,740,489,339,189,69,35
22528@1,-79.99570006,40.51141744,83,58,40,37,88,365,959,522,613,114,990,84,108,267,297,496,614,763,265,962,788,571,319,195
27829@1,-79.83616288,40.4910054,56,16,4,9,13,116,487,578,505,325,313,325,373,393,462,607,623,714,496,338,193,174,64,35
38837@1,-79.83299998,40.19892044,109,37,41,53,109,279,492,699,698,656,591,677,698,832,897,1014,1224,1027,751,687,492,387,256,192
5495@1,-80.1901349,40.40402218,57,41,29,28,73,231,492,815,709,569,536,556,719,617,707,793,9,160,764,612,525,399,211,149
27824@1,-79.76147464,40.44862564,49,50,35,39,127,476,716,667,726,619,581,629,640,618,774,825,790,761,757,557,413,289,190,187
6086@1,-79.89299868,40.40803284,156,88,93,148,473,145,573,441,242,344,440,540,529,631,733,901,964,576,302,26,4,895,540,265
12357@1,-80.02809457,40.36167204,69,64,60,136,360,801,42,10,953,974,31,25,38,63,138,80,209,50,947,917,673,529,315,142
6081@1,-79.87716946,40.30099611,122,61,53,63,137,386,653,507,406,329,393,415,417,416,523,666,652,519,458,306,262,260,239,168
44@1,-79.94614769,40.50678149,112,61,57,50,71,214,506,720,755,694,769,799,838,921,228,427,583,612,328,881,665,541,289,202
44@2,-79.94615933,40.50795687,74,49,49,60,203,665,507,842,575,116,852,909,910,878,889,998,99,27,966,709,526,369,244,136
39005@1,-80.15277037,40.5137934,32,11,19,27,76,115,252,286,244,213,194,206,227,292,318,275,305,231,176,125,108,85,50,52
27488@1,-80.03505661,40.47393862,5,1,2,3,6,24,92,240,219,143,144,161,166,167,191,224,258,239,155,96,60,34,27,9
10605@1,-79.86926743,40.39093687,136.5,70,57.5,60,96,307,660,287.5,714.5,599.5,723.5,751,743,653,746.5,844,897.5,864,458,631,362.5,340,281,196.5
10605@2,-79.86938098,40.39095192,81.5,40,27,21.5,39,92,174.5,217,256,255.5,415,430.5,404.5,348,406,453.5,7.5,496,391.5,270.5,201.5,189,167,119.5
25000@1,-80.11289043,40.35714335,124,56,37,31,79,259,569,893,919,929,42,219,176,177,145,200,229,292,265,73,849,632,383,204
148@1,-79.97595206,40.49475689,182,76,51,49,83,315,865,470,402,37,916,992,66,58,233,427,610,695,423,47,839,668,428,231
26006@1,-79.91098008,40.45526034,107,72,53,47,114,324,622,665,699,635,578,673,719,729,753,923,24,958,781,523,506,468,382,338
26006@2,-79.91103163,40.4553011,77,48,23,26,97,337,740,957,15,851,737,673,702,629,719,722,795,836,726,479,409,307,246,165
5508@1,-80.13133653,40.35778538,24,14,8,6,17,77,252,456,395,301,282,266,331,310,327,378,450,615,640,405,262,176,103,47
5304@1,-79.80001457,40.39175791,67.5,33,27.5,24,63.5,204.5,539,749.5,614.5,483,464,491,502.5,558,593,787,456,348,639.5,452.5,411,305,201,132
5505@1,-80.1106993,40.39572168,19.5,9,13.5,22,41.5,100,200,245.5,207,174,166.5,191.5,182.5,190.5,204.5,290,324.5,357,217.5,183.5,150.5,108,79,50
27602@1,-80.05271472,40.46699221,21,16,8,8,23,112,259,301,261,197,190,273,274,270,322,354,371,284,172,136,108,82,70,53
5505@2,-80.1106594,40.39580766,11,4,10,10.5,25,38.5,65,92.5,91.5,75,83.5,95,90,103.5,111.5,170.5,211,234.5,125,102,84,64,52.5,27
5483@2,-80.00732066,40.43409092,48,32,30,31,57,183,448,643,654,433,336,363,330,336,341,427,478,509,383,253,175,146,146,91
5666@2,-80.03302638,40.46420557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,171,169.5,140,174.5,173.5,-1,-1,-1,-1,-1,-1
5666@1,-80.03269381,40.46444659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,194.5,226.5,272.5,270.5,394.5,398,-1,-1,-1,-1,-1,-1
5483@1,-80.0071868,40.43411937,70,60,47,37,48,122,291,433,426,323,336,357,397,427,565,853,33,80,608,362,339,266,196,139
5737@1,-80.09244962,40.61616855,33,12,18,15,32,67,296,758,876,716,765,774,825,783,822,59,345,584,253,687,500,342,176,97
5737@2,-80.09248443,40.61625987,20,16,23,25,76,314,51,559,212,888,806,817,800,739,756,884,927,66,746,450,326,205,160,38
5669@1,-80.17089685,40.60658533,21,13,9,13,30,136,300,400,323,224,185,204,205,239,268,380,467,452,279,193,156,106,84,54
72@1,-80.07634976,40.43956958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,953,814,845,69,272,280,-1,-1,-1,-1,-1,-1
5494@1,-80.18763802,40.38443872,23,10,9,8,19,70,245,383,296,234,189,228,302,239,259,342,420,561,385,255,172,150,72,68
21666@1,-80.05782567,40.4756996,245,162,174,196,270,619,220,697,526,288,175,180,183,204,433,508,525,649,366,832,723,702,587,398
10580@1,-80.07708753,40.57698481,11,5,2,6,10,39,144,351,407,283,213,230,231,246,244,375,419,536,470,336,259,138,68,36
27543@1,-80.03718665,40.47198951,22,10,12,16,26,78,224,351,300,251,260,273,289,297,342,409,443,407,312,217,147,112,73,47
10476@1,-80.23883416,40.44103288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,628,588,663,701,779,998,-1,-1,-1,-1,-1,-1
10498@1,-79.9140817,40.45514091,96,34,35,23,40,83,230,492,568,597,730,728,838,717,781,923,71,149,991,766,638,473,308,205
712@1,-79.94838584,40.5036309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,392,346.5,299.5,432.5,510.5,467.5,-1,-1,-1,-1,-1,-1
2915@1,-79.75991359,40.44718103,88,65,49,66,143,498,130,574,762,326,46,247,429,284,632,877,864,876,490,74,717,465,258,227
27597@1,-80.05074894,40.40173795,108,57,70,54,59,302,3,718,664,295,60,254,262,281,432,675,201,322,810,227,879,623,407,256
27698@1,-80.15138284,40.56342608,2,-1,1,2,3,12,44,83,74,68,57,63,52,47,60,73,77,99,65,55,34,20,13,12
10606@2,-79.93140167,40.3837381,-1,-1,-1,2,18,16,6,58,17,353,189,932,209,641,654,229,890,571,182,55,6,42,47,69
5453@1,-80.07167812,40.31692976,33,24,32,95,316,900,220,67,924,926,7,979,931,963,265,407,532,162,887,787,554,334,179,78
23753@1,-79.9872633,40.65875618,17,4,5,6,21,57,356,543,479,281,203,263,251,264,425,522,602,553,368,195,206,88,58,33
5653@1,-80.17504769,40.49994099,16,11,5,14,19,58,206,551,435,297,273,260,280,287,359,509,631,862,526,351,275,202,113,64
27734@1,-80.00799554,40.31896582,13,10,18,33,142,302,413,375,389,431,504,516,485,580,555,655,626,553,469,373,237,134,81,33
7551@1,-80.27560641,40.55228224,4,2,2,4,4,22,32,40,47,58,52,64,56,64,74,97,97,73,70,64,44,38,21,19
5517@1,-80.20797973,40.39893663,3,1,1,1,1,10,27,50,28,26,17,24,20,33,36,46,43,52,49,22,27,28,17,2
25114@1,-80.22005721,40.53951615,67,35,31,55,100,162,349,574,503,339,314,372,386,397,402,483,541,624,396,258,211,202,188,143
10579@1,-80.05063106,40.53652585,49,30,9,19,28,113,389,722,642,515,464,540,616,553,624,710,803,897,841,627,432,291,176,99
27746@1,-79.82567272,40.28556765,18,10,9,2,19,37,58,91,76,93,101,111,121,99,111,146,164,216,162,120,143,110,59,43
10574@2,-80.0185896,40.54873652,215,83,40,35,39,99,336,3,871,549,270,386,541,728,579,532,465,470,584,448,32,727,610,398
25568@1,-80.1072545,40.51253264,145,66,66,79,153,366,866,485,232,804,698,677,706,768,909,173,426,469,147,616,502,424,338,263
25568@2,-80.10744295,40.51250168,108,62,58,60,99,481,196,583,310,995,756,746,742,707,795,116,341,485,951,617,439,396,249,183
10562@1,-80.14161138,40.42250286,16,7,5,3,9,34,131,257,227,137,153,172,181,222,162,225,349,383,257,182,144,94,47,22
21600@1,-80.19916013,40.49449019,16,3,5,5,8,38,155,382,389,256,264,302,324,285,301,374,651,655,538,244,149,86,34,21
6016@1,-79.83199535,40.40296048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,391.5,398.5,466.5,567,609.5,616,-1,-1,-1,-1,-1,-1
6016@2,-79.83211589,40.40298829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,211.5,244.5,240.5,283.5,279.5,-1,-1,-1,-1,-1,-1
10517@1,-79.93194164,40.51680193,9,5,3,5,16,64,168,304,322,258,161,169,142,166,186,235,317,400,293,177,86,94,76,85
12358@1,-80.00697594,40.37318714,82,83,76,156,428,949,309,191,110,77,194,183,221,290,255,385,396,288,116,927,758,540,345,182
26594@1,-79.86939086,40.55587819,6,5,9,21,103,301,561,438,344,240,236,265,280,371,485,540,657,349,215,192,119,91,38,10
27788@1,-79.99159408,40.44060218,92,66,48,73,111,427,191,642,457,29,971,25,164,220,478,671,3,829,347,974,628,541,344,218
5938@1,-79.90162967,40.4575899,40,26,31,14,28,73,242,407,459,285,241,266,284,273,333,468,490,509,341,261,233,164,104,76
5710@1,-79.99230215,40.51013114,79,61,35,48,78,325,867,659,754,52,4,44,118,206,264,583,757,907,298,921,782,521,307,184
134@1,-80.01638389,40.35911142,10,8,13,4,20,90,299,500,335,248,268,256,260,284,343,498,552,583,364,251,188,123,67,35
