Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
Both (DBE & ACDBE),KLE Construction Company,Kevin L Edwards Sr.,Structural steel and precast concrete contractors,,238120,55 Erieview Plaza Ste.400f  Cleveland OH 44114,55 Erieview Plaza Ste.400f  Cleveland OH 44114,440-781-5166,216-583-0303,kleconstruction@att.net,,
DBE,"KORYAK Consulting, Inc.","Suresh C Ramanathan, Dilip Kuchipudi","Management consulting, information technology consulting, and software development",,"511210, 541511, 541512, 541513, 541611",2003 Kinvara Drive  Pittsburgh PA 15237,2003 Kinvara Drive  Pittsburgh PA 15237,412-364-6600,412-364-6601,sramanathan@koryak.com,http://www.koryak.com,
DBE,"KSO Metalfab, Inc.","Dora E Kuzelka, Lori Jochiem",Precision metal fabricating assemblies and plate work manufacturing,,"332312, 332313",250 Roma Jean Parkway  Streamwood IL 60107,250 Roma Jean Parkway  Streamwood IL 60107,630-372-1200,630-372-1251,dorak@kso.com,http://www.kso.com,
DBE,Kabeyia & Kompany LLC,Kabeyia L Jones,"Provides bookkeeping, notary, payroll and tax preparation services to individuals and small businesses.",,"541199, 541213, 541219, 541611",302 1/2 N Craig Street  Pittsburgh PA 15213,302 1/2 N Craig Street  Pittsburgh PA 15213,412-621-9100,,kabeyiakompany@gmail.com,,
DBE,"Kaden Construction, LP","Donna J Zambrano, Kaden Construction","Construction management, including but not limited to estimating, scheduling, contract review, project management, quality and safety control, owners representation, design and construction coordination, and managing of subcontractors. Supplier for carpet, lumber, ceiling tile, electrical apparatus and equipment, wiring supplies,hardware, plumbing and heating supplies.",,"236115, 236116, 236118, 236210, 236220, 423220, 423310, 423390, 423610, 423710, 423720, 425120",1801 Main Street  Pittsburgh PA 15215,1801 Main Street  Pittsburgh PA 15215,412-781-2828,412-781-2711,dzambrano@kadencm.com,http://www.kadencm.com,
DBE,"Kangaroo Birthing & Maternity Concierge, LLC",Ms. Syreeta Gordon,"Offers birth doula services to help clients feel prepared, informed, and supported for upcoming birth.  Personal concierge services for clients on bed rest.  Meal delivery, laundry pick up and drop off, baby shower preparation, and educational workshops in the community and online.",,"611710, 621610, 624190, 812990",2907 Shadeland Avenue  Pittsburgh PA 15212,2907 Shadeland Avenue  Pittsburgh PA 15212,412-552-3087,,kangaroobirthing@gmail.com,http://www.kangaroobirthing.com,
DBE,Kerestes Martin,"Ms. Barbara Martin, Mr. David Kosick","Service company that provides architectural signage design, planning, graphic design and project management (overseeing the actual fabrication of the signs that the firm designs) for sporting venues, entertainment and recreational environments, government facilities, health care institutions, and educational campuses.",,"541310, 541410, 541420, 541430, 541490",104 Broadway Street  Carnegie PA 15106,104 Broadway Street  Carnegie PA 15106,412-429-4071,412-200-2275,bjm@thekmagroup.com,,
DBE,"Keystone Electrical Systems, Inc.","Kathy A Arbogast, David Arbogast","Electrical contracting company that provides residential, commercial and industrial wiring.",,238210,1050 Third Street  North Versailles PA 15137,1050 Third Street  North Versailles PA 15137,412-823-5500,412-823-7036,kathy@keystoneelectric.biz,http://www.keystoneelectric.biz,
DBE,"Kidd International Home Care, Inc.",Mikeyla L Kidd,"Commercial Printing, specifically, digital printing, Direct Mail Advertising, Temporary Help Services, Telemarketing Bureaus and other Contact Centers, specifically, telephone call center, Other Business Service Centers, specifically, customer service, document imaging, and film processing for red light camera citations, Collection Agencies, Home Health Care Services, specifically, furnish social work and case management personnel.",,"323111, 541860, 561320, 561422, 561439, 561440, 621610","6930 Carroll Avenue, Suite 812  Takoma Park MD 20912","6930 Carroll Avenue, Suite 812  Takoma Park MD 20912",240-839-7187,240-839-7436,mikeyla.kidd@kiddintl.com,,
DBE,Kinsey Corporation,"Patricia A Griswold, William Griswold","Site preparation contractor performing excavating, earth moving, grading, utility installation work, and concrete construction",,"237110, 237310, 238910",767 Bebout Road  Venetia PA 15367,767 Bebout Road  Venetia PA 15367,724-942-9134,724-942-9135,pattygriswold@kinseycorporation.com,http://www.kinseycorporation.com,
DBE,"L & E Concrete Pumping, Inc.","Ms. Donna L Femc, Mr. Edward Femc","Concrete pumping services, manufacturer's representative for Putzmeister, and provides repairs for pumping equipment",,"238110, 425120, 811310",619 Lowries Run Road  Pittsburgh PA 15237,619 Lowries Run Road  Pittsburgh PA 15237,412-366-1500,412-366-2009,le.concpump@verizon.net,http://www.leconcrete.com,
DBE,L. Faulk General Contractor,Louis Faulk,"Residential/commercial construction remodeling, demolition, clean out, snow removal",,236118,529 Roberts Street  Pittsburgh PA 15219,529 Roberts Street  Pittsburgh PA 15219,412-377-2132,412-471-2837,lfaulk38@hotmail.com,,
DBE,"L.M. Colker Company, Inc.","Saundra Hanberry, Rachel BallietColker, Elaine M Tishko, William Hanberry, Jeffrey Tishko, Greg Colker, Lynne M Colker",Janitorial supplies company,,"423850, 424690, 453998",2618 Penn Avenue  Pittsburgh PA 15222,2618 Penn Avenue  Pittsburgh PA 15222,412-391-1955,412-391-1963,s.hanberry@colkercompany.com,http://www.colkerjanitorial.com,
DBE,"LCG Supplies, Inc.",Mary Robinson,"Personal protective equipment such as work gloves, ear & eye protection, reflective clothing, hard hats, traffic cones, coveralls, rainwear, and fall protection.  Supplier of brick, stone, and other construction materials.  Medical supply and first aid wholesaler.  CPR training.",,"315225, 423320, 423390, 424210, 425120, 611699",801 Industrial Boulevard  New Kensington PA 15068,801 Industrial Boulevard  New Kensington PA 15068,412-310-6093,412-781-6078,ml.robinson@lcgsupplies.com,http://www.lcgsupplies.com,
DBE,LEWCO Construction and Services,Waitcell A Jr.,"Home remodeling, repair and commercial remodeling with a focus on metal framing, drywall, plumbing and some electrical",,"236118, 238130, 238220, 238310",2844 Dolores Drive  South Park PA 15129,2844 Dolores Drive  South Park PA 15129,412-551-0081,412-551-0081,lewcoconstruction@msn.com,,
DBE,"LP in Charge, LLC dba Frac Water Resourc",Ms. Lue Pawlick,"Bulk water sales to drilling industry; fundraising, grant writing, and administrative management consulting services.  Surveying and mapping services (except geophysical  commercial photography, traffic control, other technical services.",,"213111, 213112, 221310, 541370, 541611, 541922, 541990, 561499",120 Holly Drive  McMurray PA 15412,120 Holly Drive  McMurray PA 15412,412-721-9216,888-443-2905,lpawlick@fracwaterresources.com,http://www.fracwaterresources.com,
DBE,LR Music,Mr. Lee Robinson,"Provides live performances and sound recording services for podcasts, music compositions for websites, original music compositions for independent film and commercials, and independent promotions for facilities and universities",,"512240, 711130",3615 Manuel Street  Pittsburgh PA 15214,3615 Manuel Street  Pittsburgh PA 15214,412-400-3779,,ds4lrmusic@gmail.com,http://www.leerobinsonmusic.com,
DBE,LWY & Associates LLC,"Cynthia Yates, Jeannille Warren, Brandi Yates, Hailee Blackwell, Ronald Yates",Provides commercial pre-construction/post-construction cleaning services and commercial janitorial services.,,"238990, 561720",1737 Williamsburg Place  Pittsburgh PA 15235,1737 Williamsburg Place  Pittsburgh PA 15235,412-855-6891,,LWYandAssociatesLLC@Gmail.com,,
DBE,"LaTammie D. Bivins, Esquire a/d/b/a Branderic Consulting, LLC",LaTammie D Bivins,"Consulting/legal services. Provides strategic planning consulting services, general management consulting services, new business startups, strategic and organizational planning, logistics and other management services.",,"541110, 541611",3735 Frazier Street  Pittsburgh PA 15213,P.O. Box 7211  Pittsburgh PA 15213,412-867-8317,412-687-4603,ldbivinsesq@gmail.com,,
DBE,Lady Carpenter LLC,Tenika D Chavis,"Commercial and residential interior construction and remodeling services such as framing, drywall, flooring, door installation, paint, trim and molding, tile, ceilings and finishing",,"236118, 238130, 238310, 238320, 238330, 238350",700 River Avenue  Pittsburgh PA 15212,700 River Avenue  Pittsburgh PA 15212,412-401-2083,,tenikachavis@gmail.com,,
DBE,Larry Johnson Heating and Cooling,Larry Johnson,"Plumbing, heating and air conditioning contractor; handyman construction services for residential buildings",,238220,1353 Diana Street  Pittsburgh PA 15212,1353 Diana Street  Pittsburgh PA 15212,412-277-8995,,larjonsr@yahoo.com,,
DBE,"Laso Contractors, Inc.","Amy Graham, Betsy Norris",Interior renovation and finishing contracting firm for commercial and institutional buildings,,"236220, 238130, 238310, 238320, 238330, 238350, 238390",3166 Route 711  Ligonier PA 15658,P.O. Box 660  Ligonier PA 15658,724-238-6578,724-238-2721,agrahamlaso@verizon.net,,
DBE,Law Office of Nicole D. Manison,Nicole D Manison,"Real estate consultant for development projects and legal representation of individuals and organizations. Includes right of way services, title searches, closings, personal injury, family, estates, landlord/tenant, and real estate.",,541110,2301 Woodstock Avenue  Pittsburgh PA 15218,2301 Woodstock Avenue  Pittsburgh PA 15218,412-281-1514,412-364-8774,nmanison@msn.com,,
DBE,Law Office of Rosalyn Guy-McCorkle,Rosalyn GuyMcCorkle,Legal practice,,541110,"445 Fort Pitt Boulevard, Suite 120  Pittsburgh PA 15219","445 Fort Pitt Boulevard, Suite 120  Pittsburgh PA 15219",412-281-8250,412-261-8260,fortpittlaw@verizon.net,,
DBE,Leaf 2 Go LLC,"Sudha Krishnasamy, Krishnasamy Karuppia",Provides leaf-based compostable dinnerware and food service products,,424130,225 Molly Drive  McMurray PA 15222,225 Molly Drive  McMurray PA 15222,724-817-0007,,sudha@leaf2go.com,http://www.leaf2go.com,
DBE,"Legacy Cafe, LLC",Ms. Leeretta Payne,"Business to business catering services including food preparation, delivery, and set-up for breakfast, lunch, desserts, and special coffees",,722320,1733 Cliff Street  Pittsburgh PA 15219,1733 Cliff Street  Pittsburgh PA 15219,412-218-7216,,thelegacycafe@gmail.com,http://www.legacycafepittsburgh.com,
DBE,"Liberty Closet Systems, Inc.",Michelle Walters,Design and fabrication of closet storage systems and casework for commercial and residential projects,,"238130, 238350, 337110, 337212",1306 Penn Avenue  Jeannette PA 15644,1306 Penn Avenue  Jeannette PA 15644,724-527-1234,724-527-2321,mwalters@libertyclosetsonline.com,http://www.libertyclostetsonline.com,
DBE,Life's Journey Counseling Services,Ms. Callie Scott,"Private practice in counseling focused on addressing mental health concerns in children, adolescents, and adults. Issues such as anxiety, depression, grief and loss, stress, school/career, and relationships are just a few concerns that can be addressed in either individual, family, group or couples/marriage counseling.",,624190,6545 Hamilton Avenue  Pittsburgh PA 15206,6545 Hamilton Avenue  Pittsburgh PA 15206,412-512-2524,412-368-9235,DrScott@lifesjourney-cs.com,https://www.lifesjourney-cs.com,
DBE,"Life-Long Lessons, LLC",Michele P Ellison,"Public speaking, training/education through workshops/seminars, publications, program development/evaluation, psycho-social spiritual assessments, counseling, consultation in human services to enhance healing and social functioning of individuals, families and communities",,"424110, 541611, 611710, 621999, 624190, 711510","130 Seventh Street, 9E  Pittsburgh PA 15222",P.O. Box 53117  Pittsburgh PA 15219,412-478-7350,412-478-7350,michelepellison7@gmail.com,http://www.life-longlessons.com,
DBE,"Longi Engineering, D.P.C.","Mohammad Longi, Adnam Longi",Consulting engineers and information technology services,,"237310, 541330, 541511, 541512","40 West 37 Street, Suite 301  New York NY 10018","40 West 37 Street, Suite 301  New York NY 10018",212-997-9444,212-997-2246,engineer@longieng.com,http://www.longieng.com,
DBE,"LouElla Enterprises, LLC dba Enerchange Power and Gas (EP & G)",Ms. Cynthia Maser,Provides commercial energy (gas and electric) brokerage services and consulting,,"221122, 221210, 541690",322 North Shore Drive  Pittsburgh PA 15212,161 Hunter Drive  Cranberry Township PA 16066,814-935-4477,,cmaser@louellae.com,http://www.epngstrategy.com,
DBE,"Low Country Building Solutions, LLC",Mona H Minnie,"Residential remodelers. Manufacturers representative for GREEN, sustainable AND LEED building products AND GreenBlock insulated concrete forms, steel AND other metal products.  Also provides consultation to clients on construction products to be used in new AND renovated commercial and residential homes to meet the ever increasing demands of energy efficient building systems. Also, framing, masonry, drywall and insulation, and finish carpentry contractor. Also provides work related to sedimentary erosion control, site remediation and installing rebar.",,"236118, 238120, 238130, 238140, 238310, 238350, 423330, 423390, 423510, 425120, 541420, 561730, 562910",1455 Spring Garden Avenue  Pittsburgh PA 15212,1455 Spring Garden Avenue  Pittsburgh PA 15212,412-458-0037,412-532-3735,mona@lowcountryres.com,http://www.lowcountryres.com,
DBE,"Lydford Realty Services, Inc.","Ms. Jacqueline M Piccini, Ms. Gregory Piccini",Construction management,,"236115, 236116, 236118, 236210, 236220",176 Sweetwater Drive  Sewickley PA 15143,P.O. Box 204  Sewickley PA 15143,724-396-4963,,jackiepiccini@lydfordrealty.com,,
ACDBE,"M & N Sox, Inc. dba Sportzburgh","Nina El-Tobgy, Mahmoud El-Tobgy",Retail sales of licensed sports team merchandise,,448190,12 Waterside Place  Pittsburgh PA 15222,12 Waterside Place  Pittsburgh PA 15222,412-952-4774,,ninalee220@aol.com,,
DBE,"M.K.D., Inc.",Ms. Sheree M Sciaretta,Caulking installation on commercial projects,,"238140, 238390",8 First Avenue  Burgettstown PA 15021,8 First Avenue  Burgettstown PA 15021,724-947-2367,724-947-9777,mkdinc@yahoo.com,,
DBE,"MA*DE Enterprises, LLC","Kim Detrick, Edward Mauk",Construction management and consulting services,,"236116, 236210, 561611",1458 Crane Avenue  Pittsburgh PA 15220,1458 Crane Avenue  Pittsburgh PA 15220,412-571-1858,412-571-1858,kim.detrick62@gmail.com,,
DBE,"MAIRYM, LLC d/b/a WSI 15013",Rabia Eddari,"Internet marketing services, advertising agency",,"541613, 541910",519 Tree Line Drive  Gibsonia PA 15044,519 Tree Line Drive  Gibsonia PA 15044,724-687-9059,724-687-9059,rabia-eddari@wsiebranding.com,http://www.wsiebranding.com,
DBE,MGB & Associates,Mulugetta Birru,"Economic development, real estate development, development planning, and business financing",,"541690, 541720",2109 Leith Way  Pittsburgh PA 15217,2109 Leith Way  Pittsburgh PA 15217,313-492-6928,313-492-6928,mulubirru9@gmail.com,,
DBE,"Ma'at Construction Group, LLC","Mr. T.Rashad Byrdsong, Mr. Johnnie L Comer","General contractor, commercial rehabilitation, residential rehabilitation, demolition, pre- and post-cleanup, and drywall",,"236115, 236116, 236118, 236220, 238310, 238910, 238990",7800 Susquehanna Street #205  Pittsburgh PA 15208,7800 Susquehanna Street #205  Pittsburgh PA 15208,412-371-3689 x40,412-371-0792,trbyrdsong@ceapittsburgh.org,,
DBE,"Malaika Learning Center, LLC",Alichia R Parker,"Early learning academy and youth programming, training, and development center.  Also operates a daycare center.",,"611710, 624410",3556 Shadeland Avenue  Pittsburgh PA 15212,3556 Shadeland Avenue  Pittsburgh PA 15212,412-415-3559,412-415-3949,malaikalc@gmail.com,,
DBE,"Manage It, Inc.",Ms. Kellie Haldie,"Commercial cleaning, floor care, carpet cleaning, windows, new construction cleaning",,"238990, 561720, 561740, 561790",980 Route 130 Lower Level Trafford PA 15085,P.O. Box 426  Harrison City PA 15636,724-744-0325,724-744-0358,kellie@manageitinc.com,http://www.manageitinc.com,
DBE,Margaret Sams Consulting,Ms. Margaret Sams,Geomorphology and soil science consulting to support cultural resource and environmental studies,,"541380, 541711",383 Bower Hill Road  Venetia PA 15367,383 Bower Hill Road  Venetia PA 15367,724-941-0382,,margaretsams@gmail.com,http://www.margaretsamsconsulting.com,
DBE,Marjorie Stein,Ms. Marjorie Stein,"Provides commercial interior design services for higher educational institutions, healthcare, corporate and non-profit organizations.  Services include, but are not limited to programming, space planning, research & specifications of FF & E and building space finishes, assist with relocation efforts, coordinate design effort with other project disciplines, assist with contract negotiations, provide budget estimates, coordinate installations, ergonomics instruction, and incorporate principles into the design that are sustainable and environmentally respectful.",,541410,143 Oakhurst Road  Pittsburgh PA 15215,143 Oakhurst Road  Pittsburgh PA 15215,412-781-8465,412-471-7720,marjoriesteindesign@gmail.com,,
DBE,"Marmat, Inc.",Ms. MaryBeth Mancini,"General construction firm providing specialty trades in drywall, rough and finish carpentry, and concrete work.",,"236118, 236220, 238110, 238130, 238310, 238350",575 Ridge Road  Hooversville PA 15936,575 Ridge Road  Hooversville PA 15936,814-479-2688,814-479-2979,marmatinc@gmail.com,,
DBE,"Marsh & Marsh Construction & Apartments, LLC",Mr. Robert L Marsh,General construction,,"236115, 236116, 236117, 236118, 236210, 236220, 237210, 238110, 238130, 238140, 238160, 238170, 238210, 238220, 238320",2805 Ash Street  Erie PA 16504,2805 Ash Street  Erie PA 16504,814-881-3776,800-720-3431,rmarsh20001@gmail.com,http://www.marshandmarshconstruction.com,
DBE,Marshall Construction Group,Mr. Robert F Marshall Jr.,Provides commercial and residential construction repairs.,,"238130, 238160, 238210, 238220, 238320, 238350, 238910",300 Brownsville Road  Pittsburgh PA 15214,3727 Perrysville Avenue  Pittsburgh PA 15214,412-552-0628,,MarshallElectric77@Gmail.com,,
DBE,Marshall Electrical Services,Mr. Robert F Marshall Jr.,"Provides commercial and residential electrical services to include new installations, repairs, and assessments.",,238210,300 Brownsville Road  Pittsburgh PA 15214,3727 Perrysville Avenue  Pittsburgh PA 15214,412-552-0628,,MarshallElectric77@gmail.com,,
DBE,"Mayger Construction Services, Inc.",Ms. Stephanie Mayger,"Construction cost budgeting all 44 divisions for order of magnitude, feasibility studies, schematic design, design development and construction document.",,"541611, 541618",316 Chestnut Ridge Road  Latrobe PA 15650,316 Chestnut Ridge Road  Latrobe PA 15650,724-875-8684,,maygerconstruction@gmail.com,,
DBE,McCullough & Sons Construction,Mr. Lewis McCullough,Electrical contracting company providing commercial and residential electrical contracting services,,238210,624 Thompson Street  Pittsburgh PA 15206,624 Thompson Street  Pittsburgh PA 15206,412-377-1884,412-362-5161,lewismccullough@yahoo.com,,
DBE,"McGee Maruca & Associates, P.C.","Leslie A McGee, Ms. Lisa Maruca-DiPardo",Certified public accounting firm,,541211,"3111 Banksville Road, Suite 200  Pittsburgh PA 15216","3111 Banksville Road, Suite 200  Pittsburgh PA 15216",412-344-9006,412-344-9475,lmcgee@mcgeemaruca.com,,
DBE,"McKinley Group, Ltd.",Linda A FischerBruce,"Telecommunications consulting for voice, data, cabling, video, internet turnkey services. Services include engineering, design, procurement, and project management.",,"541512, 541611, 541618",3922 Oswald Street  Pittsburgh PA 15212,3922 Oswald Street  Pittsburgh PA 15212,412-765-2121,412-766-3356,tech@mckinley-group.com,http://www.mckinley-group.com,
DBE,Mears Reporting Services,Ms. Susan L Mears,Court reporting services,,561492,372 Fruitwood Dr  Bethel Park PA 15102,372 Fruitwood Dr  Bethel Park PA 15102,412-833-2881,412-833-3144,mearsreporting@verizon.net,,
DBE,"Medical Management & Review Services, LLC",Mr. Michael R Owens,"Provides medical case management services, medical record review services, and administrative management and general management consulting",,"541611, 621999",9920 Le Grand Drive  Wexford PA 15090,10675 Perry Highway #925  Wexford PA 15090,412-841-6834,866-496-9255,michael@owens-delerme.com,,
DBE,"Meinert Holdings, Inc. d/b/a Business Cards Tomorrow","Melissa Meinert, Paul Meinert","Manufacturer, wholesaler of business cards, letterhead, envelopes, printing labels, and rubber stamps",,"322230, 339940, 424120",5309 Enterprise Boulevard  Bethel Park PA 15102,5309 Enterprise Boulevard  Bethel Park PA 15102,412-835-2727,412-835-2731,melissa@bctpgh.com,http://www.bctpgh.com,
DBE,"Metal Solutions, Inc.","Mrs. Melissa A Monarko, Robert N Geer","Provides customer specified machined and fabricated parts for  the architectural, material handling, medical, mining, energy, and transportation sectors utilizing CNC mills, lathes, waterjet, CNC press brake, various welding equipment, and shop support equipment.",,"332710, 332999",1141 Industrial Park Road  Vandergrift PA 15690,1141 Industrial Park Road  Vandergrift PA 15690,724-236-0365,,mmonarko@metalsolutionsinc.net,http://www.metalsolutionsinc.net,
DBE,"MeterFeeder, Inc.","Jim Gibbs, Daniel Lopretto, Y Combinator Investments LLC, Warner Macklin","Provides software as service with administrative tools, analytics, enforcement, and support. Specifically provides tools to allow the acceptance of credit cards for parking payment without upgrading existing infrastructure. Also offers integrations with kiosk manufacturers to work with existing systems.",,812930,522 Braddock Avenue  Pittsburgh PA 15104,522 Braddock Avenue  Pittsburgh PA 15104,844-463-7275,844-463-7275,jim@meterfeeder.com,https://www.meterfeeder.com,
ACDBE,"Mezan Managment, Inc.",Ms. Twila Mezan,Operates McDonald's franchises,,722513,1000 Airport Blvd.  Pittsburgh PA 15231,105 Heather Court  Weirton WV 26062,304-914-0747,,twila.mezan@partners.mcd.com,,
DBE,"Michele P. Ellison, ACSW, M.Div. dba Michele P. Ellison Consulting",Michele P Ellison,"Public speaking, training/education through workshops/seminars, publications, program evaluation, psychosocial spirtual assessments, consultation in the human services to enhance healing and social functioning of individuals, families and communities.",,"541720, 611430, 711510","130 Seventh Street, 9E  Pittsburgh PA 15222",P.O. Box 53117  Pittsburgh PA 15219,412-478-7350,412-478-7350,michelepellison7@gmail.com,http://www.micheleellisonconsulting.com,
DBE,Mid Atlantic Maintenance Corporation,"Amber Semones, Gary Morrison","Temporary and permanent road marking (striping of driveways, parking lots, and other small projects); crack filling and asphalt paving; asphalt sealing; sign manufacturing.",,"237310, 238990, 339950",3164 Southern Highway  Mineral Wells WV 26150,P.O. Box 3405  Parkersburg WV 26103,304-372-7770,304-372-7770,asemones@midatlanticusa.com,http://www.midatlanticusa.com,
DBE,"MidPoint Group of Companies, Inc.",Mr. PNathaniel Boe,"Real estate development, project management and construction management firm providing infrastructure development management, procurement and compliance management, strategic planning, and technical assistance.",,"236115, 236118, 531311, 531312, 531390, 541611","112 Washington Place, Suite #3K  Pittsburgh PA 15219","112 Washington Place, Suite #3K  Pittsburgh PA 15219",412-251-5230,412-251-5230,pnathanielboe@Midpointgc.com,http://www.midpointgc.com,
DBE,"Midwest Building Supplies, Inc.",Elmer Dixon,"Lumber, plywood, millwork, brick, stone and related construction materials, roofing, siding and insulation materials, and other construction materials, finish carpentry contractors (doors and windows). Drywall and insulation contractors.",,"238310, 238350, 423310, 423320, 423330, 423390, 425120","15319 Dale Street, Suite B  Detroit MI 48223",P.O. Box 85524  Westland MI 48185,313-592-4989,734-721-9209,elmerdx@aol.com,,
DBE,"Mijara Corporation, Inc.","Ms. Sharon A Quaill, Mr. Michael Quaill, Ms. Marlana Quaill, Mr. Luke Quaill","Web hosting, software development, and technical consulting",,"517919, 518210, 519130, 541511",2155 Coventry Drive  Allison Park PA 15101,2155 Coventry Drive  Allison Park PA 15101,412-492-8732,412-492-7910,squaill@mijara.com,http://www.mijara.com,
DBE,"Milton Ogot, Architect",Milton Ogot,Complete architectural design services.,,541310,320 Anthon Drive  Pittsburgh PA 15235,320 Anthon Drive  Pittsburgh PA 15235,412-519-2897,412-798-9428,miltonogot@ogotarchitect.com,http://www.ogotarchitect.com,
DBE,"Mimi Falbo, LLC",Ms. Margaret Falbo,Business and quality consultants,,"541611, 541612, 541613, 541618, 611430","100 First Avenue, #625  Pittsburgh PA 15222","100 First Avenue, #625  Pittsburgh PA 15222",412-427-1887,,mimi@mimifalbo.com,http://www.mimifalbo.com,
DBE,"Mindboard, Inc.",Vinay Pande,"Computer software analysis and design services, custom computer systems design consulting services, software installation services; human resource consulting services; marketing management consulting services; new product development consulting services",,"541511, 541512, 541519, 541612, 541613","43676 Trade Center Plaza, Suite 235  Chantilly VA 20166","25321 Fairbanks Place,  South Riding VA 20152",443-622-1154,703-574-3211,vpande@mindboard.com,http://www.mindboard.com,
DBE,"Mindful Kreative, Inc.",Ms. Melinda S Kaiser,"Full-service creative agency that offers branding, advertising, marketing, public relations and media buying services to clients",,"541613, 541820, 541830",880 Lovingston Drive  Pittsburgh PA 15216,880 Lovingston Drive  Pittsburgh PA 15216,724-591-5388,724-591-5388,melinda@mindfulkreative.com,http://www.mindfulkreative.com,
DBE,Miracle Touch Janitorial Services,Melvin Turner,Full service janitorial services including floor care,,561720,3100 Iowa St  Pittsburgh PA 15219,3100 Iowa St  Pittsburgh PA 15219,412-683-2825,412-683-2825,miracletouch@comcast.net,,
DBE,"Mongalo-Winston Consulting, LLC",Ms. Ivette Mongalo-Winston,"Urban design, planning, public outreach, community engagement, and facilitation services to private and public entities",,"541310, 541320, 541611, 541820",907 East End Avenue  Pittsburgh PA 15221,907 East End Avenue  Pittsburgh PA 15221,412-848-9027,412-848-9027,ivette@mongalo-winston.com,http://www.mongalo-winston.com,
DBE,"Moore Design Associates, LLC",Ms. Sara Moore,"Landscape architectural, graphic design, engineering, and market research services",,"541320, 541330, 541430, 541910",130 Heaven Lane  Mars PA 16046,130 Heaven Lane  Mars PA 16046,412-877-9180,724-898-2082,sara.moore@mooredesignassociates.com,http://www.mooredesignassociates.com,
DBE,"Morelta, Inc. d/b/a Renewal Pipeline",Mark Morris,"Consulting and contracting firm primarily focused on rehab water/wastewater and other pipe related infrastructure by applying cementitior material, seals, grout and other methods to ensure structural integrity is restored",,"237110, 238390, 541611","355 Fifth Avenue, Suite 400  Pittsburgh PA 15222","355 Fifth Avenue, Suite 400  Pittsburgh PA 15222",877-554-4547,469-533-1985,mark.morris@morelta.com,http://www.renewalpipe.com,
DBE,Moshier Studio,"Ms. Cherie H Moshier, Mr. Gary P Moshier","Architecture, interior design, planning and sustainable design services",,"541310, 541410","1501 Reedsdale Street, Suite 301  Pittsburgh PA 15233","1501 Reedsdale Street, Suite 301  Pittsburgh PA 15233",412-361-5302,412-361-7302,cherie@moshierstudio.com,http://www.moshierstudio.com,
DBE,"Movin On Up Laundry Services, LLC dba Affordable Linens Pittsburgh",Mr. Sean Lazar,"Provides a coin operated laundromat, washing and folding services, and linen services for individuals, hotels, restaurants, and corporations",,"812310, 812331",260 Jacks Run Road  Pittsburgh PA 15214,1940 Broadway Avenue  Pittsburgh PA 15216,412-605-8919,,seanlazar@verizon.net,,
DBE,Mulberry Public Affairs LLC,"Amy L Kaminski, Ashley Henry-Shook","Provides grassroots lobbying, public relations, strategic communications, business development, community outreach, and coalition development",,541820,114 Marlin Dr W  Pittsburgh PA 15216,PO Box 1585  Pittsburgh PA 15230,412-512-0302,,amy@mulberrypa.com,http://www.mulberrypa.com,
DBE,"Multi-Lynx Companies, Inc.","Mr. Aike O Okolo, Ms. Iruaku A BrodieMends",Professional engineering services and information technology services,,"541330, 541511, 541512, 541513",128 Golden Gate Drive  Verona PA 15147,128 Golden Gate Drive  Verona PA 15147,412-798-4113,412-798-4992,ibm1@multi-lynx.com,http://www.multi-lynx.com,
DBE,"Multi-Purpose Cleaning Service, Inc.",Mary Coffey,Facility maintenance services,,561720,920 Chartiers Avenue  Pittsburgh PA 15220,920 Chartiers Avenue  Pittsburgh PA 15220,412-922-6970,412-922-5601,mcoffey_apcs@comcast.net,,
Both (DBE & ACDBE),"MyCity Transportation, Inc.",James R Crosby,"Special needs transportation, other transit and ground passenger transportation, auto service, and auto detailing",,"485991, 485999, 811192",17121 South Miles Road  Cleveland OH 44128,17121 South Miles Road  Cleveland OH 44128,216-591-1900 x6005,216-591-1921,james@mycitytransportation.com,http://www.mycitytransportation.com,
DBE,"NUWFORM, LLC",Terrence Arrington,Drafting services and interior design services,,"541340, 541410",9703 Washington Circle  Jonesboro GA 30238,1415 Highway 85 North  Fayetteville GA 30214,404-232-0399,770-897-1375,nuwform@gmail.com,http://www.nuwform.com,
DBE,Nate Brown Demolition LLC,Nathaniel Brown,Demolition and excavating services,,238910,214 Neilson Avenue  Pittsburgh PA 15238,214 Neilson Avenue  Pittsburgh PA 15238,412-932-6097,,natebrowndemo@gmail.com,,
DBE,National Lighting Maintenance Supply Corporation,"Ms. Melanie West, Mr. Edward F Stumm, Mr. Edward J Stumm, Ms. Lisa Proie, Mr. Peter J Stumm, Ms. Sylvia Marko, Ms. Miranda L Hughes, Thomas R West",Provides electrical contracting services and  energy efficient lighting audits; lighting supplier,,"238210, 423610",132 McCarrell Lane  Zelienople PA 16063,132 McCarrell Lane  Zelienople PA 16063,800-944-6128,724-453-1007,mel@national-lighting.com,,
